"Street","Description","Barangay","City","Province","Classification","Zonal Value"
"NATIONAL ROAD","ALL COMMERCIAL LOTS","DAANLUNGSOD","TOLEDO","CEBU","COMMERCIAL REGULAR","8,750.00"
"BARANGAY ROAD","ALL COMMERCIAL LOTS","DAANLUNGSOD","TOLEDO","CEBU","RESIDENTIAL REGULAR","3,750.00"
"ALL OTHER STREETS","GLOBAL-AFC","DAANLUNGSOD","TOLEDO","CEBU","INDUSTRIAL","7,250.00"
"ALL OTHER STREETS","INTERIOR","DAANLUNGSOD","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,900.00"
"ALL OTHER STREETS","SEASHORE","DAANLUNGSOD","TOLEDO","CEBU","SEASHORE","6,500.00"
"ALL OTHER STREETS","OTHER AGRICULTURAL LANDS","DAANLUNGSOD","TOLEDO","CEBU","OTHER AGRICULTURAL LANDS","875.00"
"NATIONAL ROAD","ALL COMMERCIAL AREAS","DON ANDRES SORIANO (DAS)","TOLEDO","CEBU","COMMERCIAL REGULAR","5,200.00"
"NATIONAL ROAD","ALONG TOLEDO-MANIPIS ROAD","DON ANDRES SORIANO (DAS)","TOLEDO","CEBU","RESIDENTIAL REGULAR","3,750.00"
"NATIONAL ROAD","POOG JUNCTION  - ULING NAGA ROAD","DON ANDRES SORIANO (DAS)","TOLEDO","CEBU","RESIDENTIAL REGULAR","3,250.00"
"NATIONAL ROAD","COCO LANDS","DON ANDRES SORIANO (DAS)","TOLEDO","CEBU","COCO LAND","1,125.00"
"REST OF DAS","ACMDC AREAS/CARMEN COPPER AREAS","DON ANDRES SORIANO (DAS)","TOLEDO","CEBU","INDUSTRIAL","3,750.00"
"REST OF DAS","INTERIOR AREAS","DON ANDRES SORIANO (DAS)","TOLEDO","CEBU","RESIDENTIAL REGULAR","2,000.00"
"REST OF DAS","PLAIN AREAS","DON ANDRES SORIANO (DAS)","TOLEDO","CEBU","COCO LAND","300.00"
"REST OF DAS","HILLY LANDS","DON ANDRES SORIANO (DAS)","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","150.00"
"NATIONAL ROAD","ALL COMMERCIAL AREAS","DUMLOG","TOLEDO","CEBU","COMMERCIAL REGULAR","4,000.00"
"NATIONAL ROAD","TALAVERA-SANGI","DUMLOG","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","3,750.00"
"NATIONAL ROAD","TALAVERA-SANGI","DUMLOG","TOLEDO","CEBU","RESIDENTIAL REGULAR","2,500.00"
"NATIONAL ROAD","ALL PLAIN AREAS","DUMLOG","TOLEDO","CEBU","COCO LAND","800.00"
"ALL OTHER STREETS","INTERIOR LOTS","DUMLOG","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,500.00"
"ALL OTHER STREETS","SEASHORE","DUMLOG","TOLEDO","CEBU","SEASHORE","3,000.00"
"ALL OTHER STREETS","OTHER AGRICULTURAL LANDS","DUMLOG","TOLEDO","CEBU","OTHER AGRICULTURAL LANDS","225.00"
"ALL LOTS","BARANGAY ROADS","GEN. CLIMACO","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,000.00"
"ALL LOTS","ALL LOW AREAS","GEN. CLIMACO","TOLEDO","CEBU","COCO LAND","200.00"
"ALL LOTS","INTERIOR LOTS","GEN. CLIMACO","TOLEDO","CEBU","RESIDENTIAL REGULAR","650.00"
"NATIONAL ROAD","ALL COMMERCIAL AREAS","IBO","TOLEDO","CEBU","COMMERCIAL REGULAR","3,750.00"
"NATIONAL ROAD","POBLACION BDRY-CABITOONAN","IBO","TOLEDO","CEBU","RESIDENTIAL REGULAR","2,875.00"
"NATIONAL ROAD","ALL PLAIN AREAS / COCO LANDS","IBO","TOLEDO","CEBU","COCO LAND","500.00"
"REST OF IBO","INTERIOR AREAS","IBO","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,750.00"
"REST OF IBO","FISHPOND","IBO","TOLEDO","CEBU","FISHPOND","3,500.00"
"REST OF IBO","ALONG THE BEACH/SEASHORE","IBO","TOLEDO","CEBU","SEASHORE","3,750.00"
"REST OF IBO","ALL HILLY LANDS","IBO","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","110.00"
"NATIONAL ROAD","SANGI-MAGDUGO","ILIHAN","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","4,500.00"
"NATIONAL ROAD","SANGI-MAGDUGO","ILIHAN","TOLEDO","CEBU","COMMERCIAL REGULAR","4,500.00"
"NATIONAL ROAD","SANGI-CITY HALL","ILIHAN","TOLEDO","CEBU","RESIDENTIAL REGULAR","3,500.00"
"NATIONAL ROAD","CITY HALL-MAGDUGO","ILIHAN","TOLEDO","CEBU","RESIDENTIAL REGULAR","2,250.00"
"INTERIOR LOTS","CITY HALL-MAGDUGO","ILIHAN","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,350.00"
"INTERIOR LOTS","ALL PLAIN AREAS","ILIHAN","TOLEDO","CEBU","COCO LAND","750.00"
"INTERIOR LOTS","ALL HILLY LANDS","ILIHAN","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","200.00"
"ALL LOTS","ALL COMMERCIAL LOTS","LANDAHAN","TOLEDO","CEBU","COMMERCIAL REGULAR","1,500.00"
"ALL LOTS","BARANGAY ROADS","LANDAHAN","TOLEDO","CEBU","RESIDENTIAL REGULAR","750.00"
"ALL LOTS","ALL LOW AREAS","LANDAHAN","TOLEDO","CEBU","COCO LAND","250.00"
"ALL LOTS","INTERIOR LOTS","LANDAHAN","TOLEDO","CEBU","RESIDENTIAL REGULAR","400.00"
"ALL LOTS","BARANGAY ROADS","LUAY","TOLEDO","CEBU","RESIDENTIAL REGULAR","600.00"
"ALL LOTS","ALL LOW AREAS","LUAY","TOLEDO","CEBU","COCO LAND","200.00"
"ALL LOTS","INTERIOR LOTS","LUAY","TOLEDO","CEBU","RESIDENTIAL REGULAR","325.00"
"NATIONAL ROAD","POBLACION BDRY-SANGI","LURAY II","TOLEDO","CEBU","SEASHORE","6,750.00"
"NATIONAL ROAD","POBLACION BDRY-SANGI","LURAY II","TOLEDO","CEBU","COMMERCIAL REGULAR","6,750.00"
"NATIONAL ROAD","POBLACION BDRY-SANGI","LURAY II","TOLEDO","CEBU","RESIDENTIAL REGULAR","5,250.00"
"S. OSMENA SR. ST","POBLACION BDRY-SANGI","LURAY II","TOLEDO","CEBU","RESIDENTIAL REGULAR","4,800.00"
"ALONG TROCIO ST & EXT.","POBLACION BDRY-SANGI","LURAY II","TOLEDO","CEBU","RESIDENTIAL REGULAR","4,000.00"
"ALL OTHER STREETS","INTERIOR LOTS","LURAY II","TOLEDO","CEBU","RESIDENTIAL REGULAR","3,900.00"
"ALL OTHER STREETS","HI-WAY ILIHAN - MEDIA ONCE","MAGDUGO (DON JUAN CLIMACO)","TOLEDO","CEBU","COMMERCIAL REGULAR","4,750.00"
"ALL OTHER STREETS","HI-WAY ILIHAN - MEDIA ONCE","MAGDUGO (DON JUAN CLIMACO)","TOLEDO","CEBU","RESIDENTIAL REGULAR","3,250.00"
"ALL OTHER STREETS","CROSSING HI-WAY  -  GEN. CLIMACO RD","MAGDUGO (DON JUAN CLIMACO)","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,750.00"
"ALL OTHER STREETS","INTERIOR LOTS","MAGDUGO (DON JUAN CLIMACO)","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,400.00"
"ALL OTHER STREETS","ALL PLAIN AREAS","MAGDUGO (DON JUAN CLIMACO)","TOLEDO","CEBU","COCO LAND","450.00"
"ALL OTHER STREETS","ALL HILLY LANDS","MAGDUGO (DON JUAN CLIMACO)","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","150.00"
"NATIONAL ROAD","STO. NINO-CALONGCALONG","MATAB-ANG","TOLEDO","CEBU","RESIDENTIAL REGULAR","2,500.00"
"NATIONAL ROAD","STO. NINO-CALONGCALONG","MATAB-ANG","TOLEDO","CEBU","INDUSTRIAL","2,750.00"
"NATIONAL ROAD","ALL LOW AREAS","MATAB-ANG","TOLEDO","CEBU","CORN LAND","800.00"
"NATIONAL ROAD","INTERIOR LOTS","MATAB-ANG","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,350.00"
"NATIONAL ROAD","ALONG THE BEACH","MATAB-ANG","TOLEDO","CEBU","SEASHORE","2,250.00"
"NATIONAL ROAD","COCO LAND","MATAB-ANG","TOLEDO","CEBU","RESIDENTIAL REGULAR","6,000.00"
"NATIONAL ROAD","COCO LAND","MATAB-ANG","TOLEDO","CEBU","COCO LAND","350.00"
"NATIONAL ROAD","ALL HILLY LANDS","MATAB-ANG","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","150.00"
"OTHER SWUBDIVISION","ALL HILLY LANDS","MATAB-ANG","TOLEDO","CEBU","RESIDENTIAL REGULAR","4,000.00"
"NATIONAL ROAD","ALL COMMERCIAL AREAS","MEDIA ONCE","TOLEDO","CEBU","COMMERCIAL REGULAR","3,500.00"
"NATIONAL ROAD","MAGDUGO (JUAN CLIMACO)-POOG BDRY","MEDIA ONCE","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,750.00"
"NATIONAL ROAD","CORN LAND","MEDIA ONCE","TOLEDO","CEBU","CORN LAND","400.00"
"BUOT SUBD","CORN LAND","MEDIA ONCE","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,150.00"
"SAN JOSE MARIA VILLAGE","","MEDIA ONCE","TOLEDO","CEBU","RESIDENTIAL REGULAR","6,000.00"
"BARANGAY ROADS","REST OF MEDIA ONCE TO BULONGAN & PANDUNGBATO","MEDIA ONCE","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,000.00"
"BARANGAY ROADS","COCO LAND","MEDIA ONCE","TOLEDO","CEBU","COCO LAND","375.00"
"BARANGAY ROADS","HILLY LANDS","MEDIA ONCE","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","200.00"
"ALL LOTS","BARANGAY ROADS","PANGAMIHAN","TOLEDO","CEBU","RESIDENTIAL REGULAR","575.00"
"ALL LOTS","LOW AREAS","PANGAMIHAN","TOLEDO","CEBU","COCO LAND","125.00"
"NATIONAL ROAD","ALL COMMERCIAL LOTS","POOG","TOLEDO","CEBU","COMMERCIAL REGULAR","3,750.00"
"NATIONAL ROAD","ACMDC TOWNSHIP - DAS","POOG","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,850.00"
"NATIONAL ROAD","MEDIA ONCE-ACMDC TOWNSHIP","POOG","TOLEDO","CEBU","RESIDENTIAL REGULAR","5,000.00"
"NATIONAL ROAD","MEDIA ONCE-ACMDC TOWNSHIP","POOG","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,125.00"
"NATIONAL ROAD","CORN LAND","POOG","TOLEDO","CEBU","CORN LAND","800.00"
"NATIONAL ROAD","DAS TO BDRY BUNGA","POOG","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,150.00"
"BLASAB SUBDIVISION","","POOG","TOLEDO","CEBU","RESIDENTIAL REGULAR","5,000.00"
"SAN JOSE MARIA VILLAGE","","POOG","TOLEDO","CEBU","RESIDENTIAL REGULAR","4,500.00"
"GREEN BROOKE SUBDIVISION","","POOG","TOLEDO","CEBU","RESIDENTIAL REGULAR","4,200.00"
"REST OF POOG","INTERIOR LOTS","POOG","TOLEDO","CEBU","RESIDENTIAL REGULAR","875.00"
"REST OF POOG","ALL PLAIN AREAS","POOG","TOLEDO","CEBU","COCO LAND","350.00"
"REST OF POOG","ALL HILLY LANDS","POOG","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","125.00"
"ALL LOTS","BARANGAY ROAD","PUTING BATO","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,000.00"
"ALL LOTS","ALL LOW AREAS","PUTING BATO","TOLEDO","CEBU","COCO LAND","200.00"
"ALL LOTS","INTERIOR LOTS","PUTING BATO","TOLEDO","CEBU","RESIDENTIAL REGULAR","650.00"
"ALONG BARANGAY ROAD","BDRY AWIHAO - BULONGAN, SUBAYON","SAGAY","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,000.00"
"ALONG BARANGAY ROAD","ALL LOW LANDS","SAGAY","TOLEDO","CEBU","COCO LAND","400.00"
"ALONG BARANGAY ROAD","INTERIOR LOTS","SAGAY","TOLEDO","CEBU","RESIDENTIAL REGULAR","650.00"
"ALONG BARANGAY ROAD","ALLL HILLY LANDS","SAGAY","TOLEDO","CEBU","INDUSTRIAL","8,000.00"
"ALONG BARANGAY ROAD","ALLL HILLY LANDS","SAGAY","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","200.00"
"ALL LOTS","MEDIA ONCE-SAM-ANG ROAD (NEW ROAD)","SAM-ANG","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,350.00"
"ALL LOTS","BARANGAY ROADS","SAM-ANG","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,125.00"
"ALL LOTS","ALL LOW AREAS","SAM-ANG","TOLEDO","CEBU","COCO LAND","350.00"
"ALL LOTS","INTERIOR LOTS","SAM-ANG","TOLEDO","CEBU","RESIDENTIAL REGULAR","650.00"
"ALL LOTS","ALL HILLY LANDS","SAM-ANG","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","125.00"
"NATIONAL ROAD","BOUNDARY DUMLOG -LURAY","SANGI","TOLEDO","CEBU","COMMERCIAL REGULAR","8,000.00"
"NATIONAL ROAD","SAPANGDAKU BRIDGE - SANGI CROSSING","SANGI","TOLEDO","CEBU","RESIDENTIAL REGULAR","6,850.00"
"NATIONAL ROAD","SANGI CROSSING - ILIHAN BDRY","SANGI","TOLEDO","CEBU","RESIDENTIAL REGULAR","6,850.00"
"NATIONAL ROAD","SANGI CROSSING - LURAY II","SANGI","TOLEDO","CEBU","RESIDENTIAL REGULAR","6,850.00"
"P. LEBUMFACIL ST","SANGI CROSSING - LURAY II","SANGI","TOLEDO","CEBU","RESIDENTIAL REGULAR","4,000.00"
"S. OSMENA SR. ST","NATIONAL ROAD - LURAY II BDRY","SANGI","TOLEDO","CEBU","RESIDENTIAL REGULAR","5,000.00"
"ALL OTHER STREETS","INTERIOR","SANGI","TOLEDO","CEBU","RESIDENTIAL REGULAR","3,000.00"
"ALL OTHER STREETS","OTHER AGRICULTURAL LANDS","SANGI","TOLEDO","CEBU","OTHER AGRICULTURAL LANDS","700.00"
"NATIONAL ROAD","ALL LOTS","STO. NINO","TOLEDO","CEBU","COMMERCIAL REGULAR","4,000.00"
"NATIONAL ROAD","ALL LOTS","STO. NINO","TOLEDO","CEBU","INDUSTRIAL","3,250.00"
"NATIONAL ROAD","MATAB-ANG - ARPILI BRIDGE","STO. NINO","TOLEDO","CEBU","CORN LAND","4,000.00"
"NATIONAL ROAD","MATAB-ANG - ARPILI BRIDGE","STO. NINO","TOLEDO","CEBU","RESIDENTIAL REGULAR","2,500.00"
"NATIONAL ROAD","LOW AREAS","STO. NINO","TOLEDO","CEBU","COCO LAND","825.00"
"FEEDER ROAD","NATIONAL ROAD -  BEACH","STO. NINO","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,600.00"
"FEEDER ROAD","CORN LAND","STO. NINO","TOLEDO","CEBU","CORN LAND","650.00"
"FEEDER ROAD","SEASHORE","STO. NINO","TOLEDO","CEBU","SEASHORE","3,250.00"
"FEEDER ROAD","ALL HILLY LANDS","STO. NINO","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","150.00"
"FEEDER ROAD","BOUNDARY CABITOONAN-LANDAHAN","SUBAYON","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,000.00"
"FEEDER ROAD","ALL LOW AREAS","SUBAYON","TOLEDO","CEBU","CORN LAND","250.00"
"REST OF SUBAYON","INTERIOR LOTS","SUBAYON","TOLEDO","CEBU","RESIDENTIAL REGULAR","650.00"
"REST OF SUBAYON","ALL HILLY AREAS","SUBAYON","TOLEDO","CEBU","MOUNTAINOUS / HILLY AREAS","125.00"
"NATIONAL ROAD","ALL COMMERCIAL LOTS","TALAVERA","TOLEDO","CEBU","COMMERCIAL REGULAR","4,000.00"
"NATIONAL ROAD","CALONGCALONG BDRY - DUMLOG","TALAVERA","TOLEDO","CEBU","INDUSTRIAL","3,000.00"
"NATIONAL ROAD","CALONGCALONG BDRY TO JUNCTION OF FEEDER RD","TALAVERA","TOLEDO","CEBU","RESIDENTIAL REGULAR","2,500.00"
"NATIONAL ROAD","FEEDER ROAD JUNCTION - DUMLOG BOUNDARY","TALAVERA","TOLEDO","CEBU","RESIDENTIAL REGULAR","1,750.00"
"NATIONAL ROAD","ALL PLAIN AREAS","TALAVERA","TOLEDO","CEBU","CORN LAND","900.00"
"INTERIOR AREAS","INTERIOR","TALAVERA","TOLEDO","CEBU","FOREST LAND/TIMBER LAND","5,000.00"
